Year,LocationAbbr,LocationDesc,DataSource,TopicType,TopicDesc,MeasureDesc,Variable,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,GeoLocation,Topic Type ID,Topic ID,Measure ID,SubMeasureID,DisplayOrder
2007,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2823.7,,,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE003,03
2007,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1461.1,,,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE003,03
2007,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,622.8,,,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE003,03
2007,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,536.1,,,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE003,03
2007,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,937.7,,,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE003,03
2007,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,902.9,,,"LA
(31.31266064400046, -92.44568007099969)",HLT,501HLT,520SAE,SAE003,03
2007,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,390.6,,,"ME
(45.254228894000505, -68.98503133599962)",HLT,501HLT,520SAE,SAE003,03
2007,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1255.8,,,"MD
(39.29058096400047, -76.60926011099963)",HLT,501HLT,520SAE,SAE003,03
2007,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2058.3,,,"MA
(42.27687047000046, -72.08269067499964)",HLT,501HLT,520SAE,SAE003,03
2007,MI,Michigan,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2395.2,,,"MI
(44.6613195430005, -84.71439026999968)",HLT,501HLT,520SAE,SAE003,03
2007,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1191.7,,,"MN
(46.35564873600049, -94.79420050299967)",HLT,501HLT,520SAE,SAE003,03
2007,MS,Mississippi,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,626.3,,,"MS
(32.745510099000455, -89.53803082499968)",HLT,501HLT,520SAE,SAE003,03
2007,MO,Missouri,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1524.8,,,"MO
(38.635790776000476, -92.56630005299968)",HLT,501HLT,520SAE,SAE003,03
2007,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,232.6,,,"MT
(47.06652897200047, -109.42442064499971)",HLT,501HLT,520SAE,SAE003,03
2007,NE,Nebraska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,414.7,,,"NE
(41.6410409880005, -99.36572062299967)",HLT,501HLT,520SAE,SAE003,03
2007,NV,Nevada,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,473.1,,,"NV
(39.493240390000494, -117.07184056399967)",HLT,501HLT,520SAE,SAE003,03
2007,NH,New Hampshire,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,352.3,,,"NH
(43.65595011300047, -71.50036091999965)",HLT,501HLT,520SAE,SAE003,03
2007,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1747.4,,,"NJ
(40.13057004800049, -74.27369128799967)",HLT,501HLT,520SAE,SAE003,03
2007,NM,New Mexico,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,389.4,,,"NM
(34.52088095200048, -106.24058098499967)",HLT,501HLT,520SAE,SAE003,03
2007,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,4967.9,,,"NY
(42.82700103200045, -75.54397042699964)",HLT,501HLT,520SAE,SAE003,03
2007,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1734.9,,,"NC
(35.466220975000454, -79.15925046299964)",HLT,501HLT,520SAE,SAE003,03
2007,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,155.5,,,"ND
(47.47531977900047, -100.11842104899966)",HLT,501HLT,520SAE,SAE003,03
2007,OH,Ohio,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,2817.7,,,"OH
(40.06021014100048, -82.40426005599966)",HLT,501HLT,520SAE,SAE003,03
2007,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,776.1,,,"OK
(35.47203135600046, -97.52107021399968)",HLT,501HLT,520SAE,SAE003,03
2007,OR,Oregon,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,697.8,,,"OR
(44.56744942400047, -120.15503132599969)",HLT,501HLT,520SAE,SAE003,03
2007,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,3021.7,,,"PA
(40.79373015200048, -77.86070029399963)",HLT,501HLT,520SAE,SAE003,03
2007,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,292.3,,,"RI
(41.70828019300046, -71.52247031399963)",HLT,501HLT,520SAE,SAE003,03
2007,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,909.4,,,"SC
(33.998821303000454, -81.04537120699968)",HLT,501HLT,520SAE,SAE003,03
2007,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,195.7,,,"SD
(44.353130053000484, -100.3735306369997)",HLT,501HLT,520SAE,SAE003,03
2007,TN,Tennessee,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1226.4,,,"TN
(35.68094058000048, -85.77449091399967)",HLT,501HLT,520SAE,SAE003,03
2007,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,4051.7,,,"TX
(31.827240407000488, -99.42677020599967)",HLT,501HLT,520SAE,SAE003,03
2007,UT,Utah,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,249.9,,,"UT
(39.360700171000474, -111.58713063499971)",HLT,501HLT,520SAE,SAE003,03
2007,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,189.8,,,"VT
(43.62538123900049, -72.51764079099962)",HLT,501HLT,520SAE,SAE003,03
2007,VA,Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1473.7,,,"VA
(37.54268067400045, -78.45789046299967)",HLT,501HLT,520SAE,SAE003,03
2007,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1272.6,,,"WA
(47.52227862900048, -120.47001078999972)",HLT,501HLT,520SAE,SAE003,03
2007,WV,West Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,500.8,,,"WV
(38.66551020200046, -80.71264013499967)",HLT,501HLT,520SAE,SAE003,03
2007,WI,Wisconsin,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,1299.3,,,"WI
(44.39319117400049, -89.81637074199966)",HLT,501HLT,520SAE,SAE003,03
2007,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,131.7,,,"WY
(43.23554134300048, -108.10983035299967)",HLT,501HLT,520SAE,SAE003,03
2007,US,United States,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Hospital,$,Millions of Dollars,60638.7,,,"US
(38.883, 77.017)",HLT,501HLT,520SAE,SAE003,03
2007,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,429.9,,,"AL
(32.84057112200048, -86.63186076199969)",HLT,501HLT,520SAE,SAE004,04
2007,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,47.7,,,"AK
(64.84507995700051, -147.72205903599973)",HLT,501HLT,520SAE,SAE004,04
2007,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,458.7,,,"AZ
(34.865970280000454, -111.76381127699972)",HLT,501HLT,520SAE,SAE004,04
2007,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,231.3,,,"AR
(34.74865012400045, -92.27449074299966)",HLT,501HLT,520SAE,SAE004,04
2007,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,2229.4,,,"CA
(37.63864012300047, -120.99999953799971)",HLT,501HLT,520SAE,SAE004,04
2007,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,282.4,,,"CO
(38.843840757000464, -106.13361092099967)",HLT,501HLT,520SAE,SAE004,04
2007,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,399.5,,,"CT
(41.56266102000046, -72.64984095199964)",HLT,501HLT,520SAE,SAE004,04
2007,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,90.4,,,"DE
(39.008830667000495, -75.57774116799965)",HLT,501HLT,520SAE,SAE004,04
2007,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,40.7,,,"DC
(38.89037138500049, -77.03196112699965)",HLT,501HLT,520SAE,SAE004,04
2007,FL,Florida,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1657.8,,,"FL
(28.932040377000476, -81.92896053899966)",HLT,501HLT,520SAE,SAE004,04
2007,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,624.4,,,"GA
(32.83968109300048, -83.62758034599966)",HLT,501HLT,520SAE,SAE004,04
2007,HI,Hawaii,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,95.1,,,"HI
(21.304850435000446, -157.85774940299973)",HLT,501HLT,520SAE,SAE004,04
2007,ID,Idaho,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,81.7,,,"ID
(43.682630005000476, -114.3637300419997)",HLT,501HLT,520SAE,SAE004,04
2007,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,874.8,,,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE004,04
2007,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,479.5,,,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE004,04
2007,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,219.0,,,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE004,04
2007,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,179.8,,,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE004,04
2007,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,357.6,,,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE004,04
2007,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,371.6,,,"LA
(31.31266064400046, -92.44568007099969)",HLT,501HLT,520SAE,SAE004,04
2007,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,122.6,,,"ME
(45.254228894000505, -68.98503133599962)",HLT,501HLT,520SAE,SAE004,04
2007,MD,Maryland,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,482.8,,,"MD
(39.29058096400047, -76.60926011099963)",HLT,501HLT,520SAE,SAE004,04
2007,MA,Massachusetts,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,558.3,,,"MA
(42.27687047000046, -72.08269067499964)",HLT,501HLT,520SAE,SAE004,04
2007,MI,Michigan,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,778.1,,,"MI
(44.6613195430005, -84.71439026999968)",HLT,501HLT,520SAE,SAE004,04
2007,MN,Minnesota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,394.1,,,"MN
(46.35564873600049, -94.79420050299967)",HLT,501HLT,520SAE,SAE004,04
2007,MS,Mississippi,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,225.3,,,"MS
(32.745510099000455, -89.53803082499968)",HLT,501HLT,520SAE,SAE004,04
2007,MO,Missouri,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,503.5,,,"MO
(38.635790776000476, -92.56630005299968)",HLT,501HLT,520SAE,SAE004,04
2007,MT,Montana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,61.0,,,"MT
(47.06652897200047, -109.42442064499971)",HLT,501HLT,520SAE,SAE004,04
2007,NE,Nebraska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,129.6,,,"NE
(41.6410409880005, -99.36572062299967)",HLT,501HLT,520SAE,SAE004,04
2007,NV,Nevada,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,234.4,,,"NV
(39.493240390000494, -117.07184056399967)",HLT,501HLT,520SAE,SAE004,04
2007,NH,New Hampshire,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,115.7,,,"NH
(43.65595011300047, -71.50036091999965)",HLT,501HLT,520SAE,SAE004,04
2007,NJ,New Jersey,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,825.7,,,"NJ
(40.13057004800049, -74.27369128799967)",HLT,501HLT,520SAE,SAE004,04
2007,NM,New Mexico,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,124.9,,,"NM
(34.52088095200048, -106.24058098499967)",HLT,501HLT,520SAE,SAE004,04
2007,NY,New York,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1778.0,,,"NY
(42.82700103200045, -75.54397042699964)",HLT,501HLT,520SAE,SAE004,04
2007,NC,North Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,716.2,,,"NC
(35.466220975000454, -79.15925046299964)",HLT,501HLT,520SAE,SAE004,04
2007,ND,North Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,57.3,,,"ND
(47.47531977900047, -100.11842104899966)",HLT,501HLT,520SAE,SAE004,04
2007,OH,Ohio,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,883.3,,,"OH
(40.06021014100048, -82.40426005599966)",HLT,501HLT,520SAE,SAE004,04
2007,OK,Oklahoma,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,286.3,,,"OK
(35.47203135600046, -97.52107021399968)",HLT,501HLT,520SAE,SAE004,04
2007,OR,Oregon,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,251.4,,,"OR
(44.56744942400047, -120.15503132599969)",HLT,501HLT,520SAE,SAE004,04
2007,PA,Pennsylvania,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1133.1,,,"PA
(40.79373015200048, -77.86070029399963)",HLT,501HLT,520SAE,SAE004,04
2007,RI,Rhode Island,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,113.7,,,"RI
(41.70828019300046, -71.52247031399963)",HLT,501HLT,520SAE,SAE004,04
2007,SC,South Carolina,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,349.1,,,"SC
(33.998821303000454, -81.04537120699968)",HLT,501HLT,520SAE,SAE004,04
2007,SD,South Dakota,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,47.8,,,"SD
(44.353130053000484, -100.3735306369997)",HLT,501HLT,520SAE,SAE004,04
2007,TN,Tennessee,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,583.5,,,"TN
(35.68094058000048, -85.77449091399967)",HLT,501HLT,520SAE,SAE004,04
2007,TX,Texas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,1640.8,,,"TX
(31.827240407000488, -99.42677020599967)",HLT,501HLT,520SAE,SAE004,04
2007,UT,Utah,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,102.0,,,"UT
(39.360700171000474, -111.58713063499971)",HLT,501HLT,520SAE,SAE004,04
2007,VT,Vermont,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,48.4,,,"VT
(43.62538123900049, -72.51764079099962)",HLT,501HLT,520SAE,SAE004,04
2007,VA,Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,557.2,,,"VA
(37.54268067400045, -78.45789046299967)",HLT,501HLT,520SAE,SAE004,04
2007,WA,Washington,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,429.2,,,"WA
(47.52227862900048, -120.47001078999972)",HLT,501HLT,520SAE,SAE004,04
2007,WV,West Virginia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,190.2,,,"WV
(38.66551020200046, -80.71264013499967)",HLT,501HLT,520SAE,SAE004,04
2007,WI,Wisconsin,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,410.0,,,"WI
(44.39319117400049, -89.81637074199966)",HLT,501HLT,520SAE,SAE004,04
2007,WY,Wyoming,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,37.6,,,"WY
(43.23554134300048, -108.10983035299967)",HLT,501HLT,520SAE,SAE004,04
2007,US,United States,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Prescription Drugs,$,Millions of Dollars,23626.2,,,"US
(38.883, 77.017)",HLT,501HLT,520SAE,SAE004,04
2007,AL,Alabama,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,132.9,,,"AL
(32.84057112200048, -86.63186076199969)",HLT,501HLT,520SAE,SAE005,05
2007,AK,Alaska,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,8.7,,,"AK
(64.84507995700051, -147.72205903599973)",HLT,501HLT,520SAE,SAE005,05
2007,AZ,Arizona,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,106.4,,,"AZ
(34.865970280000454, -111.76381127699972)",HLT,501HLT,520SAE,SAE005,05
2007,AR,Arkansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,95.1,,,"AR
(34.74865012400045, -92.27449074299966)",HLT,501HLT,520SAE,SAE005,05
2007,CA,California,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,694.3,,,"CA
(37.63864012300047, -120.99999953799971)",HLT,501HLT,520SAE,SAE005,05
2007,CO,Colorado,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,113.1,,,"CO
(38.843840757000464, -106.13361092099967)",HLT,501HLT,520SAE,SAE005,05
2007,CT,Connecticut,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,250.4,,,"CT
(41.56266102000046, -72.64984095199964)",HLT,501HLT,520SAE,SAE005,05
2007,DE,Delaware,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,38.8,,,"DE
(39.008830667000495, -75.57774116799965)",HLT,501HLT,520SAE,SAE005,05
2007,DC,District of Columbia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,26.7,,,"DC
(38.89037138500049, -77.03196112699965)",HLT,501HLT,520SAE,SAE005,05
2007,FL,Florida,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,608.7,,,"FL
(28.932040377000476, -81.92896053899966)",HLT,501HLT,520SAE,SAE005,05
2007,GA,Georgia,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,181.4,,,"GA
(32.83968109300048, -83.62758034599966)",HLT,501HLT,520SAE,SAE005,05
2007,HI,Hawaii,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,27.8,,,"HI
(21.304850435000446, -157.85774940299973)",HLT,501HLT,520SAE,SAE005,05
2007,ID,Idaho,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,29.3,,,"ID
(43.682630005000476, -114.3637300419997)",HLT,501HLT,520SAE,SAE005,05
2007,IL,Illinois,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,390.8,,,"IL
(40.48501028300046, -88.99771017799969)",HLT,501HLT,520SAE,SAE005,05
2007,IN,Indiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,257.9,,,"IN
(39.766910452000445, -86.14996019399968)",HLT,501HLT,520SAE,SAE005,05
2007,IA,Iowa,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,121.1,,,"IA
(42.46940091300047, -93.81649055599968)",HLT,501HLT,520SAE,SAE005,05
2007,KS,Kansas,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,91.0,,,"KS
(38.34774030000045, -98.20078122699965)",HLT,501HLT,520SAE,SAE005,05
2007,KY,Kentucky,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,144.9,,,"KY
(37.645970271000465, -84.77497104799966)",HLT,501HLT,520SAE,SAE005,05
2007,LA,Louisiana,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,112.7,,,"LA
(31.31266064400046, -92.44568007099969)",HLT,501HLT,520SAE,SAE005,05
2007,ME,Maine,SAMMEC,Health Consequences and Costs,Smoking-Attributable Expenditures (SAEs),Type of Expense,Nursing Home,$,Millions of Dollars,58.3,,,"ME
(45.254228894000505, -68.98503133599962)",HLT,501HLT,520SAE,SAE005,05
